pdbId,AAA,AEE,DAL,DEI,DII,DN,EF,FI,FR,GM,HG,HP,II,LRE,LVL,MD,MF,MN,NE,NR,NV,NY,RM,YI,label,deg_0,clco_0,clce_0,dce_0,ebc_0,cfcc_0,sgc_0,deg_1,clco_1,clce_1,dce_1,ebc_1,cfcc_1,sgc_1,deg_2,clco_2,clce_2,dce_2,ebc_2,cfcc_2,sgc_2,deg_3,clco_3,clce_3,dce_3,ebc_3,cfcc_3,sgc_3,deg_4,clco_4,clce_4,dce_4,ebc_4,cfcc_4,sgc_4,deg_5,clco_5,clce_5,dce_5,ebc_5,cfcc_5,sgc_5,deg_6,clco_6,clce_6,dce_6,ebc_6,cfcc_6,sgc_6,deg_7,clco_7,clce_7,dce_7,ebc_7,cfcc_7,sgc_7,deg_8,clco_8,clce_8,dce_8,ebc_8,cfcc_8,sgc_8,deg_9,clco_9,clce_9,dce_9,ebc_9,cfcc_9,sgc_9
4JES:A,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.005649717514124294,1.0,0.9983792544570502,1.0,0.9661016949152542,0.11299435028248588,0.005649717514124294,0.9943502824858758,0.0,0.0016207455429497568,0.0,0.03389830508474576,0.11864406779661014,0.022598870056497168,0.0,0.0,0.0,0.0,0.0,0.2824858757062147,0.23728813559322035,0.0,0.0,0.0,0.0,0.0,0.24293785310734464,0.3446327683615819,0.0,0.0,0.0,0.0,0.0,0.1977401129943503,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.022598870056497168,0.03954802259887006,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.03954802259887006,0.0,0.0,0.0,0.0,0.0,0.0,0.05649717514124294,0.0,0.0,0.0,0.0,0.0
3R3Z:B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006779661016949152,0.0,0.07796610169491526,1.0,0.9990592662276576,1.0,0.9355932203389832,0.10847457627118644,0.003389830508474576,0.9220338983050848,0.0,0.0009407337723424273,0.0,0.06440677966101695,0.09152542372881356,0.04745762711864407,0.0,0.0,0.0,0.0,0.0,0.3220338983050847,0.2440677966101695,0.0,0.0,0.0,0.0,0.0,0.2033898305084746,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.21694915254237288,0.2677966101694915,0.0,0.0,0.0,0.0,0.0,0.04067796610169491,0.08135593220338982,0.0,0.0,0.0,0.0,0.0,0.010169491525423728,0.0711864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.04406779661016949,0.0,0.0,0.0,0.0,0.0
3LHN:A,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.009259259259259259,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,1.0,0.9940476190476192,1.0,1.0,0.2314814814814815,0.0,0.6666666666666666,0.0,0.005952380952380952,0.0,0.0,0.12962962962962962,0.018518518518518517,0.3333333333333333,0.0,0.0,0.0,0.0,0.28703703703703703,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.1574074074074074,0.2685185185185185,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1851851851851852,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.04629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.12962962962962962,0.0,0.0,0.0,0.0,0.0
5SWN:A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0.0033783783783783786,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04391891891891892,1.0,1.0,1.0,0.9594594594594594,0.0777027027027027,0.0033783783783783786,0.9560810810810808,0.0,0.0,0.0,0.040540540540540536,0.10135135135135136,0.03378378378378378,0.0,0.0,0.0,0.0,0.0,0.34459459459459457,0.25675675675675674,0.0,0.0,0.0,0.0,0.0,0.19932432432432431,0.26013513513513514,0.0,0.0,0.0,0.0,0.0,0.2297297297297297,0.2668918918918919,0.0,0.0,0.0,0.0,0.0,0.037162162162162164,0.07432432432432433,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.06418918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.037162162162162164,0.0,0.0,0.0,0.0,0.0
4F8O:A,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.007246376811594203,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.007246376811594203,1.0,0.9791183294663574,1.0,1.0,0.14492753623188406,0.0,0.9420289855072465,0.0,0.02088167053364269,0.0,0.0,0.2318840579710145,0.05797101449275361,0.050724637681159424,0.0,0.0,0.0,0.0,0.3623188405797101,0.2826086956521739,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.3188405797101449,0.0,0.0,0.0,0.0,0.0,0.12318840579710146,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.05797101449275361,0.0,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.0,0.0,0.0,0.0,0.0
5HYL:C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444444444444,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.02083333333333333,0.0,0.2152777777777778,1.0,0.9752577319587628,1.0,0.9930555555555556,0.1736111111111111,0.0,0.7847222222222222,0.0,0.01443298969072165,0.0,0.006944444444444444,0.0763888888888889,0.034722222222222224,0.0,0.0,0.010309278350515464,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.2708333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.1875,0.375,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.04861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
5HWN:C,1,0,0,1,0,1,2,0,0,2,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0.0032573289902280127,0.0065146579804560255,0.0,0.0,0.0,0.0,0.0,0.013029315960912051,0.0,0.2312703583061889,1.0,0.9990671641791044,1.0,1.0,0.08794788273615635,0.0032573289902280127,0.7687296416938111,0.0,0.0009328358208955225,0.0,0.0,0.11074918566775244,0.0749185667752443,0.0,0.0,0.0,0.0,0.0,0.31596091205211724,0.20521172638436488,0.0,0.0,0.0,0.0,0.0,0.250814332247557,0.247557003257329,0.0,0.0,0.0,0.0,0.0,0.2019543973941368,0.25732899022801303,0.0,0.0,0.0,0.0,0.0,0.016286644951140062,0.08469055374592832,0.0,0.0,0.0,0.0,0.0,0.0,0.06840390879478828,0.0,0.0,0.0,0.0,0.0,0.0,0.05211726384364821,0.0,0.0,0.0,0.0,0.0
1FJ0:D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.9912280701754386,0.995,1.0,0.9298245614035088,0.09649122807017543,0.0,0.6929824561403509,0.008771929824561403,0.005,0.0,0.06140350877192983,0.12280701754385966,0.05263157894736842,0.30701754385964913,0.0,0.0,0.0,0.008771929824561403,0.3771929824561404,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.14912280701754385,0.4298245614035088,0.0,0.0,0.0,0.0,0.0,0.19298245614035087,0.21929824561403508,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0
1JMV:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007299270072992701,0.0,0.0,1.0,0.9908883826879272,1.0,1.0,0.2043795620437956,0.007299270072992701,0.8759124087591241,0.0,0.006833712984054671,0.0,0.0,0.0948905109489051,0.043795620437956206,0.12408759124087593,0.0,0.002277904328018223,0.0,0.0,0.34306569343065696,0.1678832116788321,0.0,0.0,0.0,0.0,0.0,0.21897810218978106,0.291970802919708,0.0,0.0,0.0,0.0,0.0,0.12408759124087593,0.3284671532846715,0.0,0.0,0.0,0.0,0.0,0.007299270072992701,0.0583941605839416,0.0,0.0,0.0,0.0,0.0,0.0,0.051094890510948905,0.0,0.0,0.0,0.0,0.0,0.0,0.051094890510948905,0.0,0.0,0.0,0.0,0.0
2GFF:A,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.9896907216494846,0.984567901234568,1.0,1.0,0.16494845360824742,0.0,0.6082474226804123,0.010309278350515464,0.015432098765432096,0.0,0.0,0.08247422680412371,0.020618556701030927,0.3917525773195876,0.0,0.0,0.0,0.0,0.38144329896907214,0.21649484536082475,0.0,0.0,0.0,0.0,0.0,0.21649484536082475,0.27835051546391754,0.0,0.0,0.0,0.0,0.0,0.13402061855670105,0.27835051546391754,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.07216494845360824,0.0,0.0,0.0,0.0,0.0,0.0,0.08247422680412371,0.0,0.0,0.0,0.0,0.0,0.0,0.041237113402061855,0.0,0.0,0.0,0.0,0.0
2OMO:B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380952380952381,0.0,0.01904761904761905,1.0,0.9800569800569799,1.0,1.0,0.11428571428571427,0.0,0.6476190476190476,0.0,0.019943019943019943,0.0,0.0,0.10476190476190476,0.028571428571428567,0.3333333333333333,0.0,0.0,0.0,0.0,0.3714285714285713,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2095238095238096,0.2380952380952381,0.0,0.0,0.0,0.0,0.0,0.1523809523809524,0.2380952380952381,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.08571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.057142857142857134,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.0
2PNW:A,1,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,0.0,0.5480225988700564,1.0,0.9941176470588236,1.0,0.9971751412429378,0.14124293785310735,0.002824858757062147,0.4519774011299435,0.0,0.004201680672268907,0.0,0.002824858757062147,0.1271186440677966,0.05649717514124294,0.0,0.0,0.0016806722689075633,0.0,0.0,0.3785310734463277,0.24293785310734464,0.0,0.0,0.0,0.0,0.0,0.1553672316384181,0.2514124293785311,0.0,0.0,0.0,0.0,0.0,0.17231638418079095,0.21186440677966092,0.0,0.0,0.0,0.0,0.0,0.01977401129943503,0.08757062146892655,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,0.0903954802259887,0.0,0.0,0.0,0.0,0.0,0.0,0.05649717514124294,0.0,0.0,0.0,0.0,0.0
1TV4:A,0,0,0,1,1,0,3,1,1,3,0,0,1,0,0,1,0,0,1,0,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00437636761487965,0.0,0.21663019693654267,1.0,1.0,1.0,0.9037199124726476,0.06783369803063458,0.002188183807439825,0.7833698030634574,0.0,0.0,0.0,0.0962800875273523,0.09846827133479212,0.08096280087527352,0.0,0.0,0.0,0.0,0.0,0.2844638949671772,0.25601750547045954,0.0,0.0,0.0,0.0,0.0,0.1925601750547046,0.29540481400437635,0.0,0.0,0.0,0.0,0.0,0.2582056892778993,0.225382932166302,0.0,0.0,0.0,0.0,0.0,0.05689277899343545,0.0437636761487965,0.0,0.0,0.0,0.0,0.0,0.037199124726477024,0.050328227571115984,0.0,0.0,0.0,0.0,0.0,0.0,0.04595185995623632,0.0,0.0,0.0,0.0,0.0
4J9W:A,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0032258064516129032,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0,0.1129032258064516,1.0,1.0,1.0,0.9935483870967742,0.1,0.0,0.8870967741935484,0.0,0.0,0.0,0.0064516129032258064,0.13870967741935486,0.07419354838709677,0.0,0.0,0.0,0.0,0.0,0.34838709677419355,0.27419354838709675,0.0,0.0,0.0,0.0,0.0,0.18387096774193548,0.23225806451612904,0.0,0.0,0.0,0.0,0.0,0.19032258064516128,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.05161290322580645,0.0,0.0,0.0,0.0,0.0,0.012903225806451613,0.05806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.045161290322580636,0.0,0.0,0.0,0.0,0.0
3LYP:B,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015228426395939087,0.0,0.09137055837563453,1.0,0.989855072463768,1.0,0.9949238578680204,0.08629441624365483,0.0,0.9035532994923858,0.0,0.010144927536231885,0.0,0.005076142131979695,0.10152284263959392,0.04060913705583756,0.005076142131979695,0.0,0.0,0.0,0.0,0.350253807106599,0.14720812182741114,0.0,0.0,0.0,0.0,0.0,0.2588832487309645,0.2284263959390863,0.0,0.0,0.0,0.0,0.0,0.16751269035532995,0.3857868020304568,0.0,0.0,0.0,0.0,0.0,0.02030456852791878,0.04060913705583756,0.0,0.0,0.0,0.0,0.0,0.0,0.10152284263959392,0.0,0.0,0.0,0.0,0.0,0.0,0.05583756345177665,0.0,0.0,0.0,0.0,0.0
1MTY:D,1,0,0,2,0,0,0,3,1,3,1,2,0,0,0,0,0,0,2,2,0,2,2,1,0,0.001953125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.640625,1.0,1.0,1.0,0.939453125,0.087890625,0.0078125,0.359375,0.0,0.0,0.0,0.060546875,0.08984375,0.0546875,0.0,0.0,0.0,0.0,0.0,0.341796875,0.1953125,0.0,0.0,0.0,0.0,0.0,0.228515625,0.265625,0.0,0.0,0.0,0.0,0.0,0.205078125,0.2890625,0.0,0.0,0.0,0.0,0.0,0.0234375,0.1015625,0.0,0.0,0.0,0.0,0.0,0.005859375,0.048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.029296875,0.0,0.0,0.0,0.0,0.0
4D8B:A,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.0,0.03543307086614173,1.0,1.0,1.0,0.9921259842519684,0.0984251968503937,0.0,0.9488188976377953,0.0,0.0,0.0,0.007874015748031496,0.1811023622047244,0.09448818897637797,0.015748031496062992,0.0,0.0,0.0,0.0,0.3464566929133858,0.28346456692913385,0.0,0.0,0.0,0.0,0.0,0.15354330708661418,0.2677165354330709,0.0,0.0,0.0,0.0,0.0,0.1811023622047244,0.2125984251968504,0.0,0.0,0.0,0.0,0.0,0.015748031496062992,0.031496062992125984,0.0,0.0,0.0,0.0,0.0,0.015748031496062992,0.06692913385826772,0.0,0.0,0.0,0.0,0.0,0.0,0.043307086614173235,0.0,0.0,0.0,0.0,0.0
5KOI:B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.007434944237918215,0.01486988847583643,0.0,0.0,0.0,0.0,0.0,0.01858736059479554,0.0,0.17472118959107807,1.0,0.9967880085653104,1.0,0.9739776951672864,0.08550185873605948,0.0037174721189591076,0.8252788104089219,0.0,0.0032119914346895075,0.0,0.026022304832713755,0.11524163568773235,0.044609665427509285,0.0,0.0,0.0,0.0,0.0,0.35687732342007433,0.21561338289962825,0.0,0.0,0.0,0.0,0.0,0.1933085501858736,0.2304832713754647,0.0,0.0,0.0,0.0,0.0,0.1970260223048327,0.2936802973977695,0.0,0.0,0.0,0.0,0.0,0.01858736059479554,0.09293680297397768,0.0,0.0,0.0,0.0,0.0,0.007434944237918215,0.055762081784386616,0.0,0.0,0.0,0.0,0.0,0.0,0.0483271375464684,0.0,0.0,0.0,0.0,0.0
4KNU:B,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.0,0.06315789473684211,1.0,1.0,1.0,0.9894736842105264,0.10526315789473684,0.0,0.936842105263158,0.0,0.0,0.0,0.010526315789473684,0.14736842105263154,0.038596491228070184,0.0,0.0,0.0,0.0,0.0,0.32280701754385965,0.3508771929824561,0.0,0.0,0.0,0.0,0.0,0.17192982456140352,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.20350877192982456,0.21403508771929824,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.059649122807017535,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.0456140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.02807017543859649,0.0,0.0,0.0,0.0,0.0
